kms,vehicle_age,kms_per_year,horsepower_mid,engine_cc_mid,doors,cylinders,seating_capacity,brand,model,trim,fuel_type,body_type,steering_side,regional_specs,age_bucket,log_price
226000,12,18833.33333333333,149.5,1749.5,4 door,4,5 Seater,Toyota,Corolla,SE Plus,Petrol,Sedan,Left Hand,GCC Specs,10+,10.184937747111393
208496,11,18954.18181818182,249.5,2249.5,4 door,4,5 Seater,Volkswagen,CC,Other,Petrol,Sedan,Left Hand,GCC Specs,10+,9.952325334619427
65000,13,5000.0,,4000.0,5+ doors,8,5 Seater,Land Rover,Range Rover,Vogue Supercharged,Petrol,SUV,Left Hand,GCC Specs,10+,11.461642696843066
103000,4,25750.0,149.5,2249.5,4 door,4,5 Seater,Renault,Koleos,LE,Petrol,SUV,Left Hand,GCC Specs,4-6,10.594156665220533
0,2,0.0,349.5,4000.0,5+ doors,8,8+ Seater,Infiniti,QX80,Luxury,Petrol,SUV,Left Hand,GCC Specs,2-3,12.384223015005311
358198,12,29849.83333333333,249.5,2249.5,4 door,5,5 Seater,Volkswagen,Passat,SE,Petrol,Sedan,Left Hand,GCC Specs,10+,9.581972891547895
85000,5,17000.0,249.5,2249.5,4 door,4,5 Seater,Audi,Q3,40 TFSI quattro Design,Petrol,SUV,Left Hand,American Specs,4-6,11.289794413577894
84300,14,6021.428571428572,349.5,3249.5,5+ doors,6,5 Seater,Ford,Edge,Limited,Petrol,SUV,Left Hand,GCC Specs,10+,9.510519035757246
80721,4,20180.25,149.5,2249.5,4 door,4,7 Seater,Mitsubishi,Outlander,GLX,Petrol,SUV,Left Hand,GCC Specs,4-6,10.98698620339419
163000,12,13583.333333333334,349.5,3249.5,4 door,6,5 Seater,Infiniti,QX70,Sport Luxury,Petrol,SUV,Left Hand,GCC Specs,10+,10.165890277802454
138000,8,17250.0,349.5,2749.5,5+ doors,8,7 Seater,Infiniti,QX80,Autograph,Petrol,SUV,Left Hand,GCC Specs,7-10,11.561725152903833
135000,9,15000.0,249.5,2749.5,4 door,4,5 Seater,Nissan,Navara,LE,Petrol,Pick Up Truck,Left Hand,GCC Specs,7-10,10.65728288404746
155000,19,8157.894736842105,249.5,2249.5,2 door,6,4 Seater,Toyota,Camry,GLX,Petrol,Soft Top Convertible,Left Hand,American Specs,10+,9.741027444837728
237000,17,13941.176470588236,449.5,4000.0,4 door,8,7 Seater,Lexus,LX-Series,LX 570 Sport,Petrol,SUV,Left Hand,GCC Specs,10+,11.127277689932466
24000,2,12000.0,149.5,1249.5,4 door,4,5 Seater,Mitsubishi,Attrage,GLX Medium Line,Petrol,Sedan,Left Hand,Other,2-3,10.4193305681139
27000,5,5400.0,549.5,4000.0,2 door,8,5 Seater,Dodge,Challenger,R/T Plus,Petrol,Coupe,Left Hand,GCC Specs,4-6,11.736077016252436
27406,8,3425.75,749.5,4000.0,2 door,12,2 Seater,Ferrari,812 Superfast,Standard,Petrol,Coupe,Left Hand,GCC Specs,7-10,13.909912143303451
75000,29,2586.206896551724,449.5,4000.0,4 door,12,5 Seater,Mercedes-Benz,S-Class,S 600,Petrol,Sedan,Left Hand,Japanese Specs,10+,11.407576060361786
2000,5,400.0,549.5,4000.0,2 door,10,2 Seater,Audi,R8,Spyder,Petrol,Soft Top Convertible,Left Hand,Other,4-6,13.269059483669356
15000,1,15000.0,449.5,2749.5,4 door,5,5 Seater,Audi,S3/RS3,RS,Petrol,Hatchback,Left Hand,European Specs,0-1,12.560244459250788
157000,8,19625.0,149.5,2249.5,5+ doors,4,8+ Seater,Hyundai,H1,Cargo Van,Petrol,Van,Left Hand,GCC Specs,7-10,10.373522431293592
404704,19,21300.21052631579,149.5,1749.5,5+ doors,4,5 Seater,Toyota,Rav 4,MID,Petrol,SUV,Left Hand,GCC Specs,10+,9.711176264112805
213412,8,26676.5,149.5,2249.5,4 door,4,4 Seater,BMW,4-Series,420i,Petrol,Hard Top Convertible,Left Hand,GCC Specs,7-10,10.915106645867503
0,1,0.0,249.5,1749.5,4 door,4,5 Seater,Hyundai,Santa Fe,GDI Mid,Petrol,SUV,Left Hand,Chinese Specs,0-1,11.711784520403112
32348,3,10782.666666666666,349.5,3749.5,5+ doors,6,5 Seater,Jeep,Wrangler,Unlimited Sahara,Petrol,SUV,Left Hand,GCC Specs,2-3,11.885770957991465
189000,12,15750.0,449.5,4000.0,4 door,8,5 Seater,Land Rover,Range Rover,Vogue First Edition,Petrol,SUV,Left Hand,GCC Specs,10+,10.757924157061597
36000,7,5142.857142857143,649.5,4000.0,4 door,8,5 Seater,BMW,M5,Standard,Petrol,Sedan,Left Hand,Japanese Specs,7-10,12.384223015005311
83000,4,20750.0,349.5,3249.5,4 door,6,5 Seater,Land Rover,Range Rover Sport,HSE Dynamic,Petrol,SUV,Left Hand,GCC Specs,4-6,12.384218830913648
13000,2,6500.0,149.5,,4 door,4,Unknown,Forthing,T5 Evo,Sport Kit,Hybrid,SUV,Left Hand,GCC Specs,2-3,11.06665398721974
132000,11,12000.0,149.5,2249.5,4 door,4,5 Seater,Volkswagen,Tiguan,R-line,Petrol,SUV,Left Hand,GCC Specs,10+,10.404293143019792
100200,11,9109.09090909091,49.5,1749.5,5+ doors,4,5 Seater,Renault,Duster,Standard,Petrol,SUV,Left Hand,GCC Specs,10+,9.61587214452889
265000,9,29444.444444444445,449.5,2249.5,4 door,4,5 Seater,Nissan,Altima,Other,Petrol,Sedan,Left Hand,American Specs,7-10,9.546884034617923
5000,2,2500.0,149.5,1749.5,4 door,3,5 Seater,BMW,2-Series,218i Gran Coupe,Petrol,Sedan,Left Hand,GCC Specs,2-3,11.736069016284436
9369,2,4684.5,249.5,1749.5,4 door,4,5 Seater,BMW,3-Series,330i,Petrol,Sedan,Left Hand,GCC Specs,2-3,12.278397958261774
85000,3,28333.33333333333,149.5,1749.5,5+ doors,4,5 Seater,JAC,S3 Plus,Intelligent Luxury,Petrol,SUV,Left Hand,GCC Specs,2-3,10.389026137075234
79933,4,19983.25,349.5,2749.5,3 door,6,4 Seater,Ford,Bronco,Wildtrak,Petrol,SUV,Left Hand,GCC Specs,4-6,12.04238244212355
24737,4,6184.25,349.5,3749.5,5+ doors,6,8 Seater,Ford,Expedition,XLT,Petrol,SUV,Left Hand,GCC Specs,4-6,12.095146671399466
19400,3,6466.666666666667,349.5,3249.5,5+ doors,6,5 Seater,Audi,Q8,55 TFSI quattro S line,Petrol,SUV,Left Hand,GCC Specs,2-3,12.574185427296197
35686,3,11895.333333333334,149.5,2249.5,4 door,4,5 Seater,BMW,5-Series,520i Executive,Petrol,Sedan,Left Hand,GCC Specs,2-3,11.91170829631447
24239,5,4847.8,349.5,1749.5,5+ doors,4,5 Seater,BMW,X3,3.0i,Petrol,SUV,Left Hand,American Specs,4-6,11.39640288460621
70675,5,14135.0,249.5,4000.0,4 door,6,7 Seater,Toyota,Prado,GXR,Petrol,SUV,Left Hand,GCC Specs,4-6,11.736077016252436
188000,12,15666.666666666666,549.5,4000.0,4 door,8,5 Seater,Land Rover,Range Rover Sport,Supercharged,Petrol,SUV,Left Hand,GCC Specs,10+,10.985309671896765
35500,3,11833.333333333334,249.5,4000.0,3 door,6,5 Seater,Nissan,Patrol Safari,Super Safari,Petrol,SUV,Left Hand,GCC Specs,2-3,12.100717685412471
30000,11,2727.2727272727275,549.5,,2 door,8,Unknown,Aston Martin,Vantage,AMR,Petrol,Coupe,Left Hand,GCC Specs,10+,11.91170829631447
4040,1,4040.0,249.5,2749.5,4 door,4,5 Seater,Hyundai,Sonata,SEL Premium,Petrol,Sedan,Left Hand,American Specs,0-1,11.283524879179666
48000,11,4363.636363636364,449.5,3749.5,2 door,6,2 Seater,Porsche,Carrera / 911,GT3,Petrol,Coupe,Left Hand,GCC Specs,10+,13.100119813444692
127000,13,9769.23076923077,249.5,3249.5,4 door,6,5 Seater,Audi,A8,A8L quattro,Petrol,Sedan,Left Hand,GCC Specs,10+,10.691967639914864
165047,8,20630.875,349.5,4000.0,5+ doors,8,8 Seater,GMC,Yukon,SLT,Petrol,SUV,Left Hand,GCC Specs,7-10,11.542493975902508
165000,9,18333.33333333333,149.5,1749.5,4 door,4,5 Seater,Honda,Civic,EXi,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.463131911491969
172000,8,21500.0,349.5,4000.0,5+ doors,8,7 Seater,GMC,Yukon,XL,Petrol,SUV,Left Hand,GCC Specs,7-10,10.915106645867503
135000,12,11250.0,249.5,2749.5,4 door,6,5 Seater,Lexus,IS-Series,350 F Sport Platinum,Petrol,Sedan,Left Hand,GCC Specs,10+,10.896757843893464
61000,4,15250.0,249.5,1249.5,5+ doors,4,5 Seater,Mitsubishi,ASX,GLS,Petrol,SUV,Left Hand,GCC Specs,4-6,10.545367754151744
18062,3,6020.666666666667,249.5,2249.5,5+ doors,4,5 Seater,Audi,Q5,45 TFSI quattro,Petrol,SUV,Left Hand,GCC Specs,2-3,12.14367050736717
270000,11,24545.454545454544,149.5,2249.5,4 door,4,5 Seater,Hyundai,Sonata,Sport,Petrol,Sedan,Left Hand,American Specs,10+,9.952325334619427
500,0,0.0,349.5,2249.5,4 door,4,5 Seater,MINI,Countryman,John Cooper Works,Petrol,SUV,Left Hand,GCC Specs,0-1,12.264346270624156
0,1,0.0,149.5,2749.5,5+ doors,4,5 Seater,Nissan,Altima,SL,Petrol,Sedan,Left Hand,GCC Specs,0-1,11.60824473564232
92900,11,8445.454545454546,449.5,4000.0,2 door,8,5 Seater,Mercedes-Benz,S-Class,S 550,Petrol,Coupe,Left Hand,Japanese Specs,10+,11.691080018519528
124032,9,13781.333333333334,149.5,1749.5,4 door,4,5 Seater,Toyota,Corolla,Base,Petrol,Sedan,Left Hand,American Specs,7-10,10.106469212026385
67000,6,11166.666666666666,249.5,1749.5,4 door,4,5 Seater,Volvo,S60,R Design,Petrol,Sedan,Left Hand,GCC Specs,4-6,11.225256725762891
0,0,0.0,249.5,1749.5,4 door,4,7 Seater,GAC,M8,GT,Petrol,Van,Left Hand,GCC Specs,0-1,11.790564777297387
185000,8,23125.0,249.5,4000.0,4 door,8,7 Seater,Toyota,Land Cruiser,GXR TOP,Petrol,SUV,Left Hand,GCC Specs,7-10,11.93164237875414
4030,1,4030.0,149.5,2749.5,4 door,4,5 Seater,Mazda,CX-5,Sport,Petrol,Crossover,Left Hand,GCC Specs,0-1,11.73527670248674
140000,6,23333.33333333333,349.5,2249.5,2 door,6,4 Seater,Mercedes-Benz,C-Class,C300 Coupe,Petrol,Hard Top Convertible,Left Hand,American Specs,4-6,11.141876276228
143182,10,14318.2,249.5,2249.5,4 door,4,5 Seater,Ford,Fusion,SE,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.203629181337648
75000,3,25000.0,449.5,3749.5,5+ doors,6,5 Seater,Lexus,LX-Series,LX 600 F Sport,Petrol,SUV,Left Hand,GCC Specs,2-3,12.923914877701906
53000,3,17666.666666666668,149.5,1749.5,5+ doors,4,5 Seater,JAC,JS3,Luxury,Petrol,Crossover,Left Hand,GCC Specs,2-3,10.275085591132717
69000,5,13800.0,349.5,4000.0,4 door,6,7 Seater,Toyota,Land Cruiser,GXR Grand Touring,Petrol,SUV,Left Hand,GCC Specs,4-6,12.19602736016897
48349,6,8058.166666666667,249.5,3749.5,5+ doors,6,7 Seater,Mitsubishi,Pajero,Signature Edition,Petrol,SUV,Left Hand,GCC Specs,4-6,11.31448672129398
15949,2,7974.5,249.5,2249.5,5+ doors,4,5 Seater,Changan,UNI-K,Limited,Petrol,SUV,Left Hand,GCC Specs,2-3,11.60733523953139
72000,6,12000.0,349.5,3249.5,5+ doors,6,5 Seater,Lexus,RX-Series,450 h,Petrol,SUV,Left Hand,GCC Specs,4-6,12.013706813470414
8000,11,727.2727272727273,,4000.0,2 door,8,2 Seater,Porsche,918 Spyder,Weissach Package,Petrol,Sports Car,Left Hand,European Specs,10+,15.747032114495012
32,2,16.0,149.5,1249.5,4 door,4,5 Seater,Geely,Coolray,GF,Petrol,Crossover,Left Hand,GCC Specs,2-3,11.03488966402723
58000,5,11600.0,649.5,4000.0,4 door,8,5 Seater,Lamborghini,Urus,Pearl Capsule,Petrol,SUV,Left Hand,European Specs,4-6,13.565767608549107
0,1,0.0,249.5,4000.0,4 door,6,2 Seater,Toyota,Land Cruiser 70,Other,Petrol,SUV,Left Hand,GCC Specs,0-1,12.367345048436391
58,3,19.33333333333333,549.5,,5+ doors,6,5 Seater,Porsche,Taycan,GTS,Electric,Wagon,Left Hand,European Specs,2-3,13.112315061750808
7415,2,3707.5,449.5,1749.5,4 door,4,5 Seater,Mercedes-Benz,GLC Coupe,GLC 43 AMG 4Matic,Petrol,SUV,Left Hand,Other,2-3,12.574185427296197
0,1,0.0,249.5,4000.0,4 door,6,5 Seater,Toyota,Hilux,GR Sport,Petrol,Pick Up Truck,Left Hand,GCC Specs,0-1,12.08391066125752
189000,13,14538.46153846154,149.5,1749.5,3 door,4,5 Seater,Hyundai,Veloster,Turbo R-Spec,Petrol,Coupe,Left Hand,Korean Specs,10+,9.770013301136158
24700,2,12350.0,249.5,1749.5,4 door,4,5 Seater,MG,HS,Luxury,Petrol,SUV,Left Hand,GCC Specs,2-3,11.277215789596893
48123,5,9624.6,449.5,3249.5,5+ doors,6,5 Seater,Mercedes-Benz,GLE Coupe,GLE 53 AMG 4Matic Plus,Petrol,SUV,Left Hand,GCC Specs,4-6,12.429220196836384
182000,12,15166.666666666666,449.5,2249.5,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 500,Petrol,Sedan,Left Hand,GCC Specs,10+,11.141876276228
88000,9,9777.777777777776,449.5,4000.0,2 door,8,4 Seater,Mercedes-Benz,S-Class,S 550 4Matic Coupe,Petrol,Coupe,Left Hand,Japanese Specs,7-10,12.031725210748633
57827,6,9637.833333333334,349.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,C-Class,C 300 AMG,Petrol,Sedan,Left Hand,Canadian Specs,4-6,11.211833885608511
110000,18,6111.111111111111,549.5,4000.0,2 door,8,4 Seater,Mercedes-Benz,CLK-Class,CLK 63 AMG,Petrol,Soft Top Convertible,Left Hand,GCC Specs,10+,11.39640288460621
230000,11,20909.090909090908,449.5,3749.5,3 door,6,5 Seater,Jeep,Wrangler,Sahara,Petrol,SUV,Left Hand,GCC Specs,10+,10.859018228147889
125000,7,17857.14285714286,49.5,1249.5,4 door,3,5 Seater,Mitsubishi,Attrage,GLS,Petrol,Sedan,Left Hand,GCC Specs,7-10,9.510519035757246
127366,24,5306.916666666667,249.5,2749.5,2 door,6,4 Seater,Nissan,GT-R,SpecV,Petrol,Coupe,Right Hand,Japanese Specs,10+,13.303018546545276
62000,4,15500.0,449.5,3249.5,2 door,6,4 Seater,BMW,4-Series,440i Convertible,Petrol,Soft Top Convertible,Left Hand,American Specs,4-6,11.728044909070784
49,2,24.5,449.5,2749.5,2 door,6,4 Seater,Porsche,Carrera / 911,Carrera S,Petrol,Coupe,Left Hand,GCC Specs,2-3,13.457407451830088
100000,7,14285.714285714286,349.5,,4 door,6,5 Seater,Mercedes-Benz,CLS-Class,CLS 450,Petrol,Sedan,Left Hand,GCC Specs,7-10,12.100717685412471
124000,9,13777.777777777776,149.5,1249.5,4 door,4,5 Seater,Ford,Ecosport,Trend,Petrol,Crossover,Left Hand,GCC Specs,7-10,10.12667110305036
49,4,12.25,549.5,4000.0,4 door,12,5 Seater,Rolls-Royce,Cullinan,Black Badge,Petrol,SUV,Left Hand,GCC Specs,4-6,14.64798523871695
41000,12,3416.6666666666665,449.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 500,Petrol,Sedan,Left Hand,GCC Specs,10+,11.898194668458824
86000,15,5733.333333333333,149.5,2249.5,2 door,4,4 Seater,Land Rover,Defender,90,Diesel,SUV,Left Hand,European Specs,10+,11.976665770490769
190000,3,63333.333333333336,49.5,1749.5,2 door,4,2 Seater,Peugeot,Partner,Van Long Body,Diesel,Van,Left Hand,GCC Specs,2-3,10.5713425658087
400000,12,33333.333333333336,349.5,3249.5,4 door,5,5 Seater,Chevrolet,Impala,LT,Petrol,Sedan,Left Hand,Other,10+,10.085850775128716
249000,18,13833.333333333334,249.5,3749.5,5+ doors,5,7 Seater,Mitsubishi,Pajero,GLS,Petrol,SUV,Left Hand,GCC Specs,10+,9.61587214452889
350000,15,23333.33333333333,249.5,3749.5,5+ doors,6,4 Seater,Dodge,Nitro,SXT,Petrol,SUV,Left Hand,GCC Specs,10+,9.15915233520675
83360,6,13893.333333333334,249.5,2249.5,5+ doors,4,5 Seater,Mercedes-Benz,GLC,GLC 300 4MATIC,Petrol,SUV,Left Hand,GCC Specs,4-6,11.842236406331557
87000,6,14500.0,249.5,2249.5,4 door,4,5 Seater,Hyundai,Sonata,Mid,Petrol,Sedan,Left Hand,Korean Specs,4-6,10.373522431293592
65416,12,5451.333333333333,549.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 63 AMG,Petrol,Sedan,Left Hand,Japanese Specs,10+,11.93164237875414
250000,12,20833.33333333333,149.5,1249.5,5+ doors,Unknown,5 Seater,Toyota,Yaris,SE,Petrol,Sedan,Left Hand,GCC Specs,10+,9.90353755128617
214000,17,12588.235294117649,249.5,4000.0,5+ doors,6,7 Seater,Toyota,Prado,Limited,Petrol,SUV,Left Hand,GCC Specs,10+,10.819798284210286
190000,14,13571.42857142857,349.5,4000.0,4 door,8,7 Seater,Chevrolet,Tahoe,LTZ,Petrol,SUV,Left Hand,GCC Specs,10+,10.165890277802454
83000,55,1509.090909090909,49.5,1749.5,4 door,4,7 Seater,Volkswagen,Other,Other,Petrol,Van,Left Hand,Japanese Specs,10+,11.264476926102368
145000,8,18125.0,249.5,2749.5,4 door,4,7 Seater,Toyota,Innova,SE,Petrol,Van,Left Hand,GCC Specs,7-10,10.809748150372926
36000,5,7200.0,249.5,2749.5,4 door,6,7 Seater,Toyota,Highlander,XLE,Petrol,SUV,Left Hand,Canadian Specs,4-6,11.49273296168228
160000,10,16000.0,549.5,4000.0,2 door,8,4 Seater,Ford,Mustang,GT,Petrol,Soft Top Convertible,Left Hand,American Specs,7-10,11.002116507732016
58000,8,7250.0,349.5,3249.5,5+ doors,6,5 Seater,Mercedes-Benz,S-Class,S 400,Petrol,Sedan,Left Hand,Japanese Specs,7-10,11.863589378812122
300000,6,50000.0,149.5,1749.5,4 door,4,5 Seater,Toyota,Corolla,SE,Hybrid,Sedan,Left Hand,GCC Specs,4-6,10.404293143019792
217000,7,31000.0,449.5,3749.5,5+ doors,6,8 Seater,Lincoln,Navigator,Reserve AWD,Petrol,SUV,Left Hand,GCC Specs,7-10,11.49273296168228
64900,9,7211.111111111111,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,A-Class,A 250,Petrol,Hatchback,Left Hand,GCC Specs,7-10,11.07443600653965
315,2,157.5,,4000.0,2 door,12,2 Seater,Lamborghini,Revuelto,Other,Hybrid,Coupe,Left Hand,GCC Specs,2-3,14.879876752850269
153000,9,17000.0,349.5,3249.5,4 door,6,7 Seater,Kia,Sorento,EX,Petrol,Crossover,Left Hand,American Specs,7-10,10.275085591132717
159000,8,19875.0,349.5,3249.5,5+ doors,6,5 Seater,BMW,X5,M 35i,Petrol,SUV,Left Hand,GCC Specs,7-10,11.48247656671073
276950,8,34618.75,149.5,1749.5,4 door,4,6 Seater,Nissan,Sentra,Other,Petrol,Other,Left Hand,American Specs,7-10,9.952325334619427
88737,6,14789.5,149.5,1249.5,4 door,3,5 Seater,Audi,A3,30 TFSI,Petrol,Sedan,Left Hand,GCC Specs,4-6,10.75579427616868
134959,5,26991.8,349.5,4000.0,2 door,8,2 Seater,GMC,Sierra,1500 SLE,Petrol,Pick Up Truck,Left Hand,GCC Specs,4-6,11.461642696843066
110000,7,15714.285714285714,349.5,2249.5,4 door,4,5 Seater,Land Rover,Range Rover Velar,R-Dynamic,Petrol,SUV,Left Hand,GCC Specs,7-10,11.918397239722838
158800,11,14436.363636363636,449.5,4000.0,5+ doors,8,7 Seater,BMW,X5,Xdrive50i,Petrol,SUV,Left Hand,GCC Specs,10+,10.915106645867503
54104,5,10820.8,549.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,G-Class,G 63 AMG,Petrol,SUV,Left Hand,Japanese Specs,4-6,13.171155446333852
87273,5,17454.6,149.5,1749.5,4 door,4,5 Seater,Hyundai,Creta,Other,Petrol,Crossover,Left Hand,GCC Specs,4-6,10.645448706505872
136000,15,9066.666666666666,349.5,3249.5,2 door,6,5 Seater,Jeep,Wrangler,Sport,Petrol,SUV,Left Hand,GCC Specs,10+,10.463131911491969
27980,2,13990.0,449.5,1749.5,4 door,4,5 Seater,BMW,i5,Other,Electric,Sedan,Left Hand,GCC Specs,2-3,12.644330802262578
82382,5,16476.4,449.5,4000.0,5+ doors,8,5 Seater,Porsche,Cayenne,GTS,Petrol,SUV,Left Hand,GCC Specs,4-6,12.574185427296197
80000,3,26666.666666666668,749.5,,4 door,Unknown,5 Seater,Tesla,Model S,Long Range,Electric,Sedan,Left Hand,GCC Specs,2-3,12.07254696717504
18000,2,9000.0,149.5,1749.5,5+ doors,4,7 Seater,Mitsubishi,Xpander Cross,Premium,Petrol,SUV,Left Hand,GCC Specs,2-3,10.86858749601736
37000,3,12333.333333333334,349.5,,5+ doors,Unknown,5 Seater,Mercedes-Benz,EQA,350 4Matic,Petrol,SUV,Left Hand,GCC Specs,2-3,11.678448377988165
0,1,0.0,249.5,2249.5,4 door,4,5 Seater,Toyota,Rav 4,Adventure,Petrol,SUV,Left Hand,Other,0-1,11.502885230075814
190400,4,47600.0,349.5,3749.5,4 door,6,5 Seater,Dodge,Charger,SXT,Petrol,Sedan,Left Hand,American Specs,4-6,11.000448478455008
75000,21,3571.428571428572,349.5,3249.5,4 door,6,4 Seater,BMW,5-Series,530i M Sport,Petrol,Sedan,Left Hand,Japanese Specs,10+,10.085850775128716
99000,7,14142.857142857143,149.5,1249.5,4 door,Unknown,4 Seater,Volkswagen,Golf,TSI,Petrol,Hatchback,Left Hand,GCC Specs,7-10,10.491301994830229
210000,8,26250.0,149.5,2249.5,4 door,4,5 Seater,Nissan,Altima,SV,Petrol,Sedan,Left Hand,American Specs,7-10,9.798182590890704
155000,9,17222.222222222223,149.5,1749.5,4 door,5,5 Seater,Honda,Accord,LX,Petrol,Sedan,Left Hand,American Specs,7-10,10.184937747111393
105000,6,17500.0,149.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,GLC Coupe,GLC 200 4Matic,Petrol,SUV,Left Hand,GCC Specs,4-6,11.80560254159177
18000,11,1636.3636363636365,549.5,3749.5,2 door,6,4 Seater,Porsche,Carrera / 911,Turbo S,Petrol,Coupe,Left Hand,Japanese Specs,10+,13.217673557208654
120800,11,10981.818181818182,149.5,2249.5,4 door,4,5 Seater,BMW,3-Series,320i,Petrol,Sedan,Left Hand,European Specs,10+,10.305647203635566
153000,10,15300.0,149.5,1249.5,4 door,4,5 Seater,Toyota,Yaris,SE,Petrol,Hatchback,Left Hand,GCC Specs,7-10,10.085850775128716
56000,3,18666.666666666668,149.5,2249.5,5+ doors,4,5 Seater,Nissan,X-Trail,4WD,Petrol,SUV,Left Hand,GCC Specs,2-3,11.451060699493429
100,42,2.380952380952381,349.5,4000.0,2 door,8,5 Seater,Toyota,FJ Cruiser,Other,Petrol,SUV,Left Hand,GCC Specs,10+,11.736077016252436
100712,4,25178.0,149.5,2749.5,4 door,4,5 Seater,Nissan,X-Trail,S,Petrol,SUV,Left Hand,GCC Specs,4-6,11.023535121924304
4000,2,2000.0,549.5,4000.0,2 door,12,2 Seater,Rolls-Royce,Spectre,Standard,Electric,Coupe,Left Hand,Other,2-3,14.279245203127036
14000,3,4666.666666666667,449.5,3249.5,3 door,5,5 Seater,Land Rover,Defender,90 SE,Petrol,SUV,Left Hand,GCC Specs,2-3,12.660331092405906
32282,2,16141.0,349.5,2249.5,5+ doors,4,5 Seater,Ford,Everest,Limited,Petrol,SUV,Left Hand,GCC Specs,2-3,11.918330571278322
228000,11,20727.272727272728,49.5,1249.5,4 door,4,5 Seater,Kia,Rio,Other,Petrol,Hatchback,Left Hand,GCC Specs,10+,9.510519035757246
158000,14,11285.714285714286,249.5,2749.5,5+ doors,6,5 Seater,Mercedes-Benz,GLK-Class,GLK 300 4matic,Petrol,Crossover,Left Hand,GCC Specs,10+,10.25769445336048
70850,7,10121.42857142857,349.5,3249.5,5+ doors,6,5 Seater,Land Rover,Range Rover,HSE,Petrol,SUV,Left Hand,GCC Specs,7-10,12.133507329024972
0,1,0.0,249.5,2249.5,5+ doors,4,7 Seater,Kia,Sportage,Grand,Petrol,SUV,Left Hand,Chinese Specs,0-1,11.31448672129398
0,2,0.0,,4000.0,2 door,12,2 Seater,Lamborghini,Revuelto,Other,Hybrid,Coupe,Left Hand,GCC Specs,2-3,14.79946031214395
105000,6,17500.0,349.5,2749.5,5+ doors,6,5 Seater,Jaguar,F-Pace,R-Dynamic,Petrol,SUV,Left Hand,GCC Specs,4-6,11.218567827096358
117000,9,13000.0,249.5,3249.5,5+ doors,6,5 Seater,Mercedes-Benz,C-Class,C43 AMG,Petrol,Sedan,Left Hand,European Specs,7-10,11.19822841866684
117000,4,29250.0,249.5,1749.5,4 door,4,5 Seater,Lexus,UX 200,F Sport Platinum,Petrol,Hatchback,Left Hand,GCC Specs,4-6,11.53273789613992
29000,3,9666.666666666666,349.5,3749.5,4 door,6,8 Seater,Lincoln,Navigator,Reserve AWD,Petrol,SUV,Left Hand,GCC Specs,2-3,12.449022745701502
7714,2,3857.0,249.5,2249.5,5+ doors,4,7 Seater,GAC,GS8,GX,Petrol,SUV,Left Hand,GCC Specs,2-3,11.511434353816345
35000,4,8750.0,649.5,4000.0,4 door,12,4 Seater,Rolls-Royce,Cullinan,Black Badge,Petrol,SUV,Left Hand,GCC Specs,4-6,13.937729075643883
900,1,900.0,349.5,3249.5,4 door,6,5 Seater,Mercedes-Benz,GLE-Class,GLE 450,Petrol,SUV,Left Hand,GCC Specs,0-1,12.84792653170257
135000,7,19285.714285714286,249.5,2749.5,4 door,6,7 Seater,GMC,Acadia,SLE,Petrol,SUV,Left Hand,American Specs,7-10,10.491301994830229
95760,5,19152.0,349.5,3749.5,4 door,6,5 Seater,Dodge,Charger,GT,Petrol,Coupe,Left Hand,GCC Specs,4-6,11.350418300109132
135000,9,15000.0,449.5,2749.5,4 door,6,7 Seater,Nissan,Patrol Safari,Super Safari,Petrol,SUV,Left Hand,GCC Specs,7-10,11.39640288460621
24000,2,12000.0,249.5,2249.5,4 door,4,5 Seater,Jetour,T2,Traveler Plus,Petrol,SUV,Left Hand,GCC Specs,2-3,11.678448377988165
15697,3,5232.333333333333,149.5,2749.5,4 door,6,7 Seater,Nissan,Xterra,Platinum,Petrol,SUV,Left Hand,GCC Specs,2-3,11.736077016252436
37000,4,9250.0,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,GLC,GLC 300 4MATIC,Petrol,SUV,Left Hand,Japanese Specs,4-6,11.934926432385152
5000,1,5000.0,249.5,2249.5,4 door,4,5 Seater,Geely,Monjaro,GF,Petrol,SUV,Left Hand,GCC Specs,0-1,11.694421681264394
0,1,0.0,149.5,2249.5,4 door,4,5 Seater,Land Rover,Range Rover Evoque,P250SE,Petrol,Crossover,Left Hand,Chinese Specs,0-1,11.976665770490769
0,3,0.0,249.5,,4 door,Unknown,5 Seater,Mercedes-Benz,EQB,300 4Matic,Electric,SUV,Left Hand,European Specs,2-3,11.870606902224589
0,1,0.0,149.5,1749.5,5+ doors,4,7 Seater,Jetour,X70 Plus,Luxury,Petrol,SUV,Left Hand,Chinese Specs,0-1,11.225256725762891
