brand,model,kms,trim,doors,fuel_type,cylinders,body_type,seating_capacity,steering_side,regional_specs,vehicle_age,horsepower_mid,engine_cc_mid,kms_per_year,log_price,age_bucket
GMC,Sierra,176000,2500 HD,4 door,Petrol,8,Pick Up Truck,6 Seater,Left Hand,GCC Specs,15,349.5,,11733.333333333334,10.778977123006351,10+
Aston Martin,DB9,51667,Standard,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,13,549.5,4000.0,3974.3846153846152,12.19602736016897,10+
Mercedes-Benz,V-Class,0,V 300,5+ doors,Petrol,4,Van,8 Seater,Left Hand,GCC Specs,0,249.5,1749.5,0.0,13.02805489573287,0-1
Mercedes-Benz,A-Class,57828,A 200 AMG,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,19276.0,11.774527900858468,2-3
Lincoln,MKX,154000,Luxury,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,13,349.5,3749.5,11846.153846153846,9.952325334619427,10+
Ford,Bronco,5100,Outer Banks,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,Other,1,349.5,2749.5,5100.0,12.095146671399466,0-1
Chevrolet,Trax,165000,LS,5+ doors,Petrol,4,SUV,,Left Hand,American Specs,5,149.5,,33000.0,9.928228944424575,4-6
BMW,2-Series,70500,228i,4 door,Petrol,4,Sedan,4 Seater,Left Hand,American Specs,5,249.5,249.5,14100.0,11.034905792929417,4-6
Audi,Q5,219204,3.0 TFSI quattro,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,12,349.5,3249.5,18267.0,9.928228944424577,10+
Nissan,Xterra,27000,SE,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,2,249.5,,13500.0,11.338583982516495,2-3
Hyundai,Creta,36900,Smart,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,12300.0,10.959557617938563,2-3
Mercedes-Benz,G-Class,200,G 63 AMG,4 door,Petrol,8,SUV,5 Seater,Left Hand,European Specs,4,849.5,4000.0,50.0,13.910821646859096,4-6
MINI,Cooper,3000,Cooper S,5+ doors,Petrol,4,Hatchback,5 Seater,Left Hand,Japanese Specs,1,249.5,2249.5,3000.0,11.711784520403112,0-1
Mazda,6,40620,S Grade,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,149.5,2749.5,20310.0,11.092854204472705,2-3
Bentley,Flying Spur,65000,W12,4 door,Petrol,12,Sedan,,Left Hand,GCC Specs,10,449.5,,6500.0,12.201065128819632,7-10
JAECOO,J7 SHS,0,PHEV Smart,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,0,249.5,2249.5,0.0,11.579658451506333,0-1
Mitsubishi,Canter,247000,Other,2 door,Diesel,6,Pick Up Truck,2 Seater,Left Hand,GCC Specs,7,349.5,4000.0,35285.71428571428,11.434974734252892,7-10
Nissan,Pathfinder,245000,LE,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,17,149.5,2249.5,14411.764705882353,9.770013301136158,10+
Ford,F-Series Pickup,94539,FX4,2 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,13,349.5,4000.0,7272.2307692307695,11.211833885608511,10+
Mercedes-Benz,V-Class,5478,V 250,4 door,Petrol,4,Van,6 Seater,Left Hand,GCC Specs,3,249.5,2249.5,1826.0,12.983103608918752,2-3
Hyundai,Sonata,91000,N Line,4 door,Petrol,4,Sedan,4 Seater,Left Hand,Korean Specs,5,349.5,,18200.0,10.915106645867503,4-6
Cadillac,SRX,112000,Luxury,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,13,349.5,3249.5,8615.384615384615,9.903487552536127,10+
Bentley,Bentayga,56000,First Edition,5+ doors,Petrol,12,SUV,5 Seater,Left Hand,GCC Specs,8,649.5,4000.0,7000.0,12.721888795877375,7-10
Ferrari,348,19000,Other,2 door,Petrol,8,Coupe,2 Seater,Left Hand,European Specs,36,349.5,3249.5,527.7777777777778,12.703816069256568,10+
Aston Martin,DBS,35909,Superleggera,2 door,Petrol,12,Coupe,2 Seater,Left Hand,European Specs,7,749.5,4000.0,5129.857142857143,13.34550852871726,7-10
Mercedes-Benz,V-Class,48000,Other,4 door,Petrol,4,Van,6 Seater,Left Hand,Chinese Specs,2,249.5,2249.5,24000.0,12.429220196836384,2-3
Mercedes-Benz,G-Class,0,G 63 AMG,4 door,Petrol,8,SUV,5 Seater,Left Hand,Korean Specs,1,549.5,4000.0,0.0,13.864301674514206,0-1
GMC,Yukon,46000,Denali,4 door,Petrol,8,SUV,7 Seater,Left Hand,Other,3,449.5,,15333.333333333334,12.230770136157428,2-3
Mitsubishi,Pajero,80521,GLS MID,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,4,149.5,3249.5,20130.25,11.198214720130528,4-6
Nissan,Kicks,14000,SL,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,749.5,7000.0,11.050905878263567,2-3
Lexus,GS-Series,128000,GS F,4 door,Petrol,8,Sedan,5 Seater,Left Hand,American Specs,10,449.5,4000.0,12800.0,11.736077016252436,7-10
Kia,Sorento,189000,EX,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,18,249.5,2749.5,10500.0,9.093918908958932,10+
Nissan,Sunny,83069,SV,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,27689.666666666668,10.085809109330082,2-3
Ford,Mustang,7400,Dark Horse,2 door,Petrol,8,Sports Car,4 Seater,Left Hand,GCC Specs,1,549.5,4000.0,7400.0,12.50614390409161,0-1
BYD,Leopard Titanium 7,0,4WD Ultra,5+ doors,Hybrid,4,SUV,,Left Hand,Chinese Specs,1,649.5,,0.0,11.91170829631447,0-1
Jetour,T2,55000,Luxury,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,349.5,2249.5,27500.0,11.635151947212842,2-3
JAC,JS4,57009,TURBO,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,19003.0,10.5713425658087,2-3
Mercedes-Benz,E-Class,70000,E 350,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,3,349.5,3749.5,23333.333333333332,11.842236406331555,2-3
Mitsubishi,L200,105000,4X4,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,2749.5,17500.0,10.736418414365376,4-6
Bentley,Flying Spur,80000,W12 Speed,4 door,Petrol,12,Sedan,5 Seater,Left Hand,GCC Specs,12,549.5,4000.0,6666.666666666667,11.81303746480054,10+
Lamborghini,Huracan,67,EVO Spyder,2 door,Petrol,10,Soft Top Convertible,2 Seater,Left Hand,European Specs,2,649.5,,33.5,14.130322027731049,2-3
Nissan,X-Trail,160000,SV,5+ doors,Petrol,4,SUV,,Left Hand,GCC Specs,11,149.5,,14545.454545454546,10.373522431293592,10+
Mercedes-Benz,C-Class,119000,C300,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Other,7,249.5,3249.5,17000.0,10.915106645867503,7-10
Hyundai,Elantra,43201,SEL,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,5,149.5,1749.5,8640.2,10.491301994830229,4-6
Audi,A3,54000,35 TFSI,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,18000.0,11.359203026767767,2-3
Toyota,Avalon,221000,XLE,4 door,Petrol,6,Sedan,4 Seater,Left Hand,American Specs,9,149.5,,24555.555555555555,10.373522431293592,7-10
Chevrolet,Impala,400000,LTZ,4 door,Petrol,6,Sedan,6 Seater,Left Hand,GCC Specs,12,,,33333.333333333336,10.308985993422082,10+
Chevrolet,Silverado,40000,1500 LT Trail Boss,5+ doors,Petrol,8,Van,,Left Hand,GCC Specs,5,449.5,4000.0,8000.0,11.767575435251748,4-6
MG,RX8,76000,Luxury,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,2249.5,12666.666666666666,11.000448478455008,4-6
Land Rover,Range Rover,99000,SV Autobiography,4 door,Petrol,8,SUV,5 Seater,Left Hand,European Specs,7,549.5,3749.5,14142.857142857143,12.201065128819632,7-10
Toyota,Sequoia,4000,Platinum Sport,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,Other,2,449.5,,2000.0,12.560247968016562,2-3
Land Rover,Range Rover,33000,SV,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,Other,3,649.5,4000.0,11000.0,13.42246945133505,2-3
BMW,XM,25801,Other,5+ doors,Hybrid,8,SUV,5 Seater,Left Hand,GCC Specs,3,649.5,,8600.333333333334,12.971542813248435,2-3
Lexus,IS-Series,5500,IS 350 F Sport,2 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,3,249.5,3749.5,1833.3333333333333,11.385103457032141,2-3
Mercedes-Benz,C-Class,45500,C450,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Japanese Specs,10,349.5,3249.5,4550.0,11.289794413577894,7-10
Land Rover,Defender,71641,110 P525,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,3,549.5,4000.0,23880.33333333333,12.89897229545694,2-3
Mitsubishi,Outlander,161800,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,15,249.5,2249.5,10786.666666666666,9.825580063659602,10+
Honda,CR-V,175000,EX,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,13,149.5,2249.5,13461.53846153846,10.064798252418376,10+
Volkswagen,T-Roc,27133,Life,5+ doors,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,2,149.5,1249.5,13566.5,11.154835234271214,2-3
Land Rover,Range Rover Sport,180000,HSE,4 door,Petrol,6,SUV,5 Seater,Left Hand,American Specs,9,,3249.5,20000.0,11.127277689932466,7-10
Mitsubishi,Attrage,73222,GLX Medium Line,4 door,Petrol,3,Sedan,5 Seater,Left Hand,GCC Specs,4,49.5,1249.5,18305.5,10.064798252418376,4-6
Tesla,Model X,110000,Performance,4 door,Electric,,Sedan,5 Seater,Left Hand,GCC Specs,9,349.5,,12222.222222222223,11.225256725762893,7-10
Tesla,Model 3,48000,Long Range,4 door,Electric,Unknown,Sedan,5 Seater,Left Hand,GCC Specs,2,349.5,249.5,24000.0,11.856515169360303,2-3
Mazda,CX-5,22000,MID,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,2749.5,11000.0,11.502885230075814,2-3
Aston Martin,Rapide,70250,S Shadow Edition,5+ doors,Petrol,12,Sedan,4 Seater,Left Hand,GCC Specs,8,549.5,4000.0,8781.25,12.672949516558306,7-10
GAC,EMPOW,36000,GL,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,149.5,1249.5,18000.0,10.92415631759022,2-3
Porsche,Carrera / 911,0,GT3 RS,2 door,Petrol,6,Coupe,2 Seater,Left Hand,European Specs,2,549.5,4000.0,0.0,14.096923772119156,2-3
Toyota,Avanza,179000,Other,4 door,Petrol,4,SUV,2 Seater,Left Hand,GCC Specs,6,149.5,1249.5,29833.33333333333,10.491301994830229,4-6
Bentley,Brooklands,58465,Standard,2 door,Petrol,8,Coupe,4 Seater,Left Hand,European Specs,17,549.5,,3439.1176470588234,13.303018546545275,10+
Ford,Mustang,17322,Shelby GT500,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,4,749.5,4000.0,4330.5,12.721888795877375,4-6
Porsche,Carrera / 911,1000,GTS,2 door,Petrol,6,Soft Top Convertible,4 Seater,Left Hand,GCC Specs,0,549.5,3749.5,0.0,13.76316513133229,0-1
BMW,X5,150951,sDrive35i,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,American Specs,9,349.5,3249.5,16772.333333333332,10.896757843893464,7-10
Volkswagen,Beetle,81000,Turbo S,2 door,Petrol,4,Coupe,4 Seater,Left Hand,American Specs,7,149.5,1749.5,11571.42857142857,10.736418414365374,7-10
Toyota,Fortuner,0,Other,4 door,Diesel,4,SUV,7 Seater,Left Hand,Other,1,249.5,2749.5,0.0,11.695255355062796,0-1
BMW,7-Series,220000,750Li,4 door,Petrol,8,Sedan,5 Seater,Left Hand,GCC Specs,14,449.5,4000.0,15714.285714285714,10.448743588106625,10+
Lexus,ES-Series,16000,ES 300h,4 door,Hybrid,4,Sedan,5 Seater,Left Hand,GCC Specs,2,,2249.5,8000.0,11.863589378812122,2-3
Dodge,Challenger,212000,R/T,2 door,Petrol,8,Coupe,5 Seater,Left Hand,GCC Specs,10,449.5,249.5,21200.0,10.66897865021924,7-10
JAC,J7,21178,Turbo,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,7059.333333333333,10.596634733096073,2-3
Audi,A3,16000,Standard,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,1,,,16000.0,11.487617913343598,0-1
Toyota,Tundra,114458,Double Cab Limited,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,American Specs,11,349.5,4000.0,10405.272727272728,11.002116507732016,10+
Nissan,Juke,82000,SV,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,11,149.5,1749.5,7454.545454545455,10.106469212026385,10+
Mercedes-Benz,G-Class,17369,G 63 AMG,5+ doors,Petrol,8,SUV,,Left Hand,Japanese Specs,4,649.5,,4342.25,13.623139877437296,4-6
Mercedes-Benz,GL-Class,185613,GL 450 4matic,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,American Specs,10,349.5,4000.0,18561.3,11.002116507732017,7-10
Toyota,Corolla Cross,68769,XL,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,22923.0,11.223922520551032,2-3
Chrysler,300,340000,Other,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,14,249.5,,24285.714285714286,9.546884034617925,10+
Mercedes-Benz,E-Class,109864,E 240,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Japanese Specs,22,149.5,2749.5,4993.818181818182,9.798182590890704,10+
Mercedes-Benz,SL-Class,17000,SL 63 AMG,2 door,Petrol,8,Soft Top Convertible,,Left Hand,European Specs,4,549.5,,4250.0,13.710150042306449,4-6
Mercedes-Benz,C-Class,101315,C200,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,8,249.5,2249.5,12664.375,11.326595886778737,7-10
Chrysler,300C,50000,Other,4 door,Petrol,8,Sedan,5 Seater,Left Hand,American Specs,6,349.5,,8333.333333333334,11.350418300109132,4-6
Mercedes-Benz,C-Class,65000,AMG C63S,2 door,Petrol,8,Coupe,5 Seater,Left Hand,European Specs,7,549.5,4000.0,9285.714285714286,11.951186847493476,7-10
Lexus,RX-Series,78000,RX 350 Full Option,4 door,Petrol,6,Crossover,5 Seater,Left Hand,GCC Specs,11,349.5,3249.5,7090.909090909091,11.050905878263569,10+
Lexus,LS-Series,142000,Full Option (long),4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,10,249.5,4000.0,14200.0,10.859018228147889,7-10
Nissan,Kicks,120000,S,5+ doors,Petrol,4,Crossover,5 Seater,Left Hand,American Specs,7,149.5,,17142.85714285714,10.043292972227004,7-10
Lincoln,Navigator,11297,Reserve AWD,4 door,Petrol,6,SUV,8 Seater,Left Hand,GCC Specs,2,449.5,3749.5,5648.5,12.574185427296195,2-3
Nissan,Rogue,131000,SV,4 door,Petrol,4,SUV,,Left Hand,American Specs,9,249.5,2249.5,14555.555555555555,10.085809109330082,7-10
Kia,Telluride,42000,EX,5+ doors,Petrol,6,SUV,8 Seater,Left Hand,GCC Specs,3,249.5,3749.5,14000.0,11.91170829631447,2-3
Mercedes-Maybach,S-Class,11000,S580,4 door,Petrol,8,Sedan,4 Seater,Left Hand,GCC Specs,1,449.5,4000.0,11000.0,13.651815643149092,0-1
Nissan,Patrol,186000,LE Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,15,449.5,4000.0,12400.0,11.082157933374816,10+
Lamborghini,Urus,15000,Other,4 door,Petrol,8,SUV,4 Seater,Left Hand,European Specs,5,649.5,4000.0,3000.0,13.863348840666829,4-6
GAC,GS8,100000,GL,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,5,149.5,2249.5,20000.0,9.87822102528824,4-6
Jetour,T2,198,Luxury,4 door,Petrol,4,SUV,5 Seater,Left Hand,Other,1,249.5,2249.5,198.0,11.976665770490769,0-1
Nissan,Patrol Safari,51000,Super Safari,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,4,249.5,4000.0,12750.0,12.126764251515691,4-6
Volvo,S40,250000,T5,4 door,Petrol,4,Sedan,,Left Hand,GCC Specs,14,249.5,,17857.14285714286,9.741027444837728,10+
Volkswagen,Tiguan,92500,,,,,,,,,9,,,10277.777777777777,10.584081267024454,7-10
Jetour,T1,11,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,1,249.5,2249.5,11.0,11.686887175419702,0-1
Ford,Ecosport,171380,Trend,4 door,Petrol,3,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,1249.5,28563.333333333332,9.898525260706313,4-6
Mercedes-Benz,G-Class,174000,G 63 AMG,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,9,549.5,4000.0,19333.33333333333,12.201065128819632,7-10
Tesla,Model 3,45384,Long Range,4 door,Electric,,Sedan,5 Seater,Left Hand,GCC Specs,3,449.5,,15128.0,11.599112335481124,2-3
Kia,Rio,147000,LE,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,8,149.5,749.5,18375.0,10.239995502805316,7-10
Lexus,NX-Series,21000,NX 350H,4 door,Hybrid,4,SUV,6 Seater,Left Hand,GCC Specs,1,249.5,2749.5,21000.0,12.230770136157428,0-1
Lamborghini,Aventador,640,LP 780-4 Ultimae,2 door,Petrol,12,Hard Top Convertible,2 Seater,Left Hand,GCC Specs,4,849.5,,160.0,14.827111833279051,4-6
BMW,3-Series,20810,330i,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,249.5,1749.5,10405.0,12.25486757159303,2-3
BAW,212 T01,23000,Adventurer,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,249.5,2249.5,11500.0,11.461632170582678,2-3
Land Rover,Range Rover Velar,152491,R-Dynamic,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,8,349.5,3249.5,19061.375,11.429554725537322,7-10
Hyundai,Veloster,150000,Turbo,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,10,249.5,1749.5,15000.0,9.928228944424577,7-10
Toyota,Land Cruiser 79 series,83309,LX V6,2 door,Petrol,8,Pick Up Truck,2 Seater,Left Hand,GCC Specs,12,249.5,4000.0,6942.416666666667,11.184435286790633,10+
Toyota,Yaris,219000,SE,4 door,Petrol,4,Sedan,4 Seater,Left Hand,GCC Specs,10,149.5,1749.5,21900.0,10.021315031649332,7-10
Dodge,Charger,86000,GT,4 door,Petrol,6,Sports Car,4 Seater,Left Hand,American Specs,4,349.5,3749.5,21500.0,11.251573687764475,4-6
Land Rover,Defender,19000,75th Limited Edition,4 door,Petrol,6,SUV,,Left Hand,GCC Specs,3,349.5,,6333.333333333333,12.6410997921206,2-3
Chevrolet,Impala,151000,LTZ,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,9,249.5,2749.5,16777.777777777777,10.165890277802454,7-10
Hyundai,Accent,199999,GL,4 door,Petrol,4,Sedan,4 Seater,Left Hand,GCC Specs,11,149.5,1749.5,18181.727272727272,9.680406499268877,10+
Nissan,Tiida,250000,LE,4 door,Petrol,6,Hatchback,5 Seater,Left Hand,GCC Specs,13,549.5,1749.5,19230.76923076923,9.39274525863144,10+
Land Rover,Range Rover,78792,Autobiography,5+ doors,Petrol,8,SUV,4 Seater,Left Hand,GCC Specs,8,549.5,4000.0,9849.0,12.201065128819632,7-10
Peugeot,Partner,150000,Van Short Body,3 door,Petrol,Unknown,Van,2 Seater,Left Hand,European Specs,11,49.5,1249.5,13636.363636363636,9.200391041122517,10+
Nissan,Patrol,17000,LE T2,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,2,349.5,2749.5,8500.0,12.185875040240456,2-3
Porsche,Carrera / 911,34370,Carrera S,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,6,449.5,3249.5,5728.333333333333,13.079457964073546,4-6
MG,MG5,104000,Comfort,5+ doors,Petrol,3,Sedan,5 Seater,Left Hand,GCC Specs,4,149.5,1749.5,26000.0,10.016860879703811,4-6
Maserati,Levante,81000,GT Hybrid,4 door,Hybrid,4,SUV,5 Seater,Left Hand,GCC Specs,4,349.5,2249.5,20250.0,11.91170829631447,4-6
Audi,Q3,43000,35 TFSI,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,14333.333333333334,11.751942365440728,2-3
Volkswagen,Touareg,94600,Highline,5+ doors,Petrol,6,SUV,,Left Hand,GCC Specs,6,349.5,,15766.666666666666,11.60733523953139,4-6
Jeep,Grand Cherokee,83241,Limited,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,7,249.5,3749.5,11891.57142857143,11.264476926102367,7-10
Volkswagen,Tiguan,70000,,,,,,,,,5,,,14000.0,11.034905792929415,4-6
Dodge,Ram,4000,1500 Rebel Crew,4 door,Petrol,6,Other,4 Seater,Left Hand,GCC Specs,1,,,4000.0,12.323860125621126,0-1
Toyota,Avanza,140000,SE,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,10,249.5,1749.5,14000.0,9.99884318585288,7-10
Mitsubishi,Pajero,114000,GLS,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,7,349.5,3749.5,16285.714285714286,10.799595985047786,7-10
Nissan,Altima,180312,S,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,9,,2249.5,20034.666666666668,9.798182590890704,7-10
Nissan,Altima,180000,SL,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,13,249.5,2749.5,13846.153846153846,9.680406499268877,10+
Nissan,Patrol,235000,LE,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,6,549.5,3749.5,39166.66666666666,11.635151947212842,4-6
Porsche,Carrera / 911,1323,GT3,2 door,Petrol,6,Coupe,2 Seater,Left Hand,European Specs,3,549.5,4000.0,441.0,13.615840583835682,2-3
BMW,X5,0,xDrive40i M Sport,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,1,349.5,,0.0,12.703816069256568,0-1
Nissan,Patrol,127000,LE Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,5,549.5,2249.5,25400.0,12.07254696717504,4-6
Toyota,Tundra,63000,SR5,4 door,Petrol,8,SUV,5 Seater,Left Hand,American Specs,6,549.5,4000.0,10500.0,11.58989576532275,4-6
Chevrolet,Tahoe,20,Premier,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,2,349.5,4000.0,10.0,12.388398368982115,2-3
Mitsubishi,Attrage,60617,GLX Medium Line,4 door,Petrol,3,Sedan,5 Seater,Left Hand,GCC Specs,3,49.5,1249.5,20205.666666666668,10.373491181781864,2-3
Ferrari,Roma,17250,Other,2 door,Petrol,8,Coupe,4 Seater,Left Hand,European Specs,4,649.5,4000.0,4312.5,13.560619598657233,4-6
BMW,Z4,64000,sDrive18i,2 door,Petrol,4,Hard Top Convertible,2 Seater,Left Hand,GCC Specs,12,149.5,1749.5,5333.333333333333,10.809748150372926,10+
Tesla,Model 3,24977,Performance,4 door,Electric,,Sedan,5 Seater,Left Hand,GCC Specs,1,,,24977.0,11.982935344196433,0-1
Volkswagen,Passat,285000,SE,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,12,149.5,2249.5,23750.0,9.259225769705994,10+
Porsche,Carrera / 911,4500,GT3 RS,2 door,Petrol,6,Sports Car,,Left Hand,GCC Specs,2,549.5,,2250.0,14.114874876479462,2-3
Land Rover,Range Rover Velar,79000,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,349.5,2249.5,13166.666666666666,11.918397239722838,4-6
Mercedes-Benz,A-Class,1000,A 200 AMG,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,1,249.5,1249.5,1000.0,11.898194668458824,0-1
Cadillac,SRX,168000,Luxury,4 door,Petrol,6,Crossover,5 Seater,Left Hand,GCC Specs,14,349.5,3249.5,12000.0,9.952325334619427,10+
Land Rover,Range Rover Sport,71000,HST,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,5,449.5,3249.5,14200.0,12.502470376049184,4-6
Rolls-Royce,Phantom,55759,VIII,4 door,Petrol,12,Sedan,5 Seater,Left Hand,GCC Specs,2,549.5,4000.0,27879.5,14.402742068796885,2-3
BMW,Z4,27429,Sdrive30i,2 door,Petrol,4,Soft Top Convertible,2 Seater,Left Hand,GCC Specs,3,249.5,2249.5,9143.0,12.278397958261774,2-3
Dodge,Charger,87000,R/T Mid,4 door,Petrol,8,Sedan,5 Seater,Left Hand,American Specs,4,349.5,4000.0,21750.0,11.39640288460621,4-6
Jetour,T2,198,Luxury,4 door,Petrol,4,SUV,5 Seater,Left Hand,Other,1,249.5,2249.5,198.0,11.98854454800156,0-1
Mercedes-Benz,V-Class,0,V 250,4 door,Petrol,4,Van,6 Seater,Left Hand,GCC Specs,3,249.5,2249.5,0.0,13.171155446333852,2-3
Mercedes-Benz,S-Class,39000,S 580 4Matic,4 door,Petrol,8,Sedan,5 Seater,Left Hand,Japanese Specs,4,449.5,4000.0,9750.0,12.791080452981856,4-6
Nissan,Pathfinder,96000,LE,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,6,149.5,4000.0,16000.0,10.308985993422082,4-6
Tesla,Model 3,113469,Performance,4 door,Electric,Unknown,Sedan,5 Seater,Left Hand,GCC Specs,5,449.5,249.5,22693.8,11.37826200322577,4-6
Chevrolet,Impala,249000,Premier,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,7,249.5,3749.5,35571.42857142857,10.5713425658087,7-10
Mercedes-Benz,C-Class,44774,C300 Coupe,2 door,Petrol,4,Coupe,4 Seater,Left Hand,American Specs,5,249.5,2249.5,8954.8,11.350418300109132,4-6
Hyundai,Sonata,73000,SE,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,8,249.5,2249.5,9125.0,10.165890277802454,7-10
Mercedes-Benz,E-Class,43000,E450,2 door,Petrol,6,Soft Top Convertible,4 Seater,Left Hand,American Specs,7,349.5,3249.5,6142.857142857143,11.561725152903833,7-10
Chevrolet,Malibu,19000,LT,4 door,Petrol,4,Sedan,4 Seater,Left Hand,American Specs,1,249.5,1749.5,19000.0,10.668978650219241,0-1
Volkswagen,CC,200000,R-Line,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,11,249.5,1749.5,18181.81818181818,9.99884318585288,10+
Volkswagen,Teramont,62000,Comfortline,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,3,249.5,3249.5,20666.666666666668,11.678448377988165,2-3
Audi,S3,157000,2.0 TFSI quattro,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,10,149.5,1749.5,15700.0,10.373522431293592,7-10
BMW,5-Series,110000,520i,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,8,149.5,2249.5,13750.0,11.097425172408933,7-10
Mercedes-Benz,C-Class,94200,C63 S AMG,4 door,Petrol,8,Sedan,5 Seater,Left Hand,American Specs,8,549.5,4000.0,11775.0,11.512925464970229,7-10
